outer_group,target,variant,n_test,rmse,r2,gain_vs_velocity_percent,validation_rmse,alpha,threshold
high_density/island04,stress_div,velocity_plus_time_shuffled_innovation,4525,4.114191412517485,0.02241691646679389,0.05777542184909188,2.7959620707227635,100.0,0.0
high_density/island04,force_balance,velocity_only,4525,8.860509504072253,0.019939927787417377,0.0,6.140017459235861,100.0,0.0
high_density/island04,force_balance,velocity_plus_innovation,4525,8.864005915869159,0.019166299658285535,-0.039460617871908354,6.140508026921414,100.0,0.03
high_density/island04,force_balance,velocity_plus_time_shuffled_innovation,4525,8.855801133078964,0.020981235936015863,0.053138828993124165,6.138537124408922,100.0,0.0
low_density/island01,traction,velocity_only,4828,36.34688584641393,-0.0030961112572276406,0.0,49.07446294760314,100.0,0.01
low_density/island01,traction,velocity_plus_innovation,4828,36.380550541223435,-0.004955118550391546,-0.0926205753960727,49.082353668545466,100.0,0.0
low_density/island01,traction,velocity_plus_time_shuffled_innovation,4828,36.35684873182373,-0.0036460951718149115,-0.027410561256602337,49.07298219633791,100.0,0.01
low_density/island01,stress_div,velocity_only,4828,6.012128167493428,-0.007416563847230551,0.0,8.240081480085644,100.0,0.0
low_density/island01,stress_div,velocity_plus_innovation,4828,6.0190891068875585,-0.009750720765101528,-0.11578162008866376,8.241851552838344,100.0,0.0
low_density/island01,stress_div,velocity_plus_time_shuffled_innovation,4828,6.014219047727058,-0.008117398426364053,-0.03477770558743159,8.239337530117819,100.0,0.0
low_density/island01,force_balance,velocity_only,4828,13.224211028567659,-0.004915449464713895,0.0,17.983809213205237,100.0,0.01
low_density/island01,force_balance,velocity_plus_innovation,4828,13.237770046786386,-0.006977221191910132,-0.10253177440556507,17.98707192366863,100.0,0.0
low_density/island01,force_balance,velocity_plus_time_shuffled_innovation,4828,13.22797626721791,-0.0054877762587193235,-0.028472312201591927,17.98283581479658,100.0,0.01
low_density/island02,traction,velocity_only,4666,43.53648400862055,-0.008740022514044155,0.0,54.999482942019846,100.0,0.0
low_density/island02,traction,velocity_plus_innovation,4666,43.565974074629366,-0.010107054582964903,-0.06773644376743795,55.032721476179994,100.0,0.03
low_density/island02,traction,velocity_plus_time_shuffled_innovation,4666,43.51936903941348,-0.007947070978612913,0.03931178549851509,55.00025175252699,100.0,0.0
low_density/island02,stress_div,velocity_only,4666,7.331082039495723,-0.010563517990123339,0.0,9.217314715663916,100.0,0.0
low_density/island02,stress_div,velocity_plus_innovation,4666,7.337188327236883,-0.012247679076051066,-0.08329313064924655,9.225104419863836,100.0,0.03
low_density/island02,stress_div,velocity_plus_time_shuffled_innovation,4666,7.3272453071015065,-0.009506035021110248,0.052335144710507535,9.217116774916457,100.0,0.0
