seed,protocol,fold,packet,evaluation_scale,n_val,n_test,mean_val_rmse_model_scale,gaussian_component_nll,student_t4_component_nll,coverage50,coverage90,coverage_error,uncertainty_error_spearman,mean_sigma
42,leave_one_sequence_out,mitomycin,coord_reliability,pixels,48549,24807,5.450142704790059,4.68608214708662,4.124405639483975,0.3594549925424275,0.7363647357600677,0.15209013584875242,0.2590011430332626,8.301766371577296
42,leave_one_sequence_out,mitomycin,full_real,pixels,48549,24807,5.450142704790059,4.431760707397802,4.049524786935079,0.4365703228927319,0.7961059378401257,0.0836618696335712,0.2829038258752367,9.462998000582196
42,leave_one_sequence_out,mitomycin,full_zero_state,pixels,48549,24807,5.450142704790059,4.683979609166688,4.120466966403738,0.37126617486999636,0.7427339057524086,0.14299995968879753,0.2553201207418296,8.467026371877322
42,leave_one_sequence_out,mitomycin,full_row_shuffled,pixels,48549,24807,5.450142704790059,4.707201316419475,4.127091613190258,0.3627201999435643,0.7372918934171806,0.14999395331962756,0.2585035362021116,8.349188896346488
42,leave_one_sequence_out,mitomycin,full_wrong_cell,pixels,48549,24807,5.450142704790059,4.566971434605106,4.092328775253182,0.39658161002942716,0.7647438223082195,0.1193372838311767,0.2581931392136783,8.765672559043072
42,leave_one_sequence_out,mitomycin,full_time_shuffled,pixels,48549,24807,5.450142704790059,4.557672187849827,4.088094876400656,0.3985971701535857,0.7686136977466038,0.11639456604990525,0.2705074925241774,8.839187870205704
42,leave_one_sequence_out,y27632,coord_only,pixels,46207,48549,12.365741863714305,3.297007694919934,3.120936043353954,0.9350141094564255,0.9831716410224721,0.2590928752394488,0.32368888332118356,9.477945185438102
42,leave_one_sequence_out,y27632,coord_shape,pixels,46207,48549,12.365741863714305,3.236038615413657,3.0744604905669304,0.9144575583431173,0.9837071824342417,0.24908237038867947,0.31060982058518954,8.8638364218435
42,leave_one_sequence_out,y27632,coord_actin,pixels,46207,48549,12.365741863714305,3.3015558705119843,3.1267109284048242,0.9283816350491256,0.9832334342622917,0.25580753465570866,0.24918620083112142,9.429153193635697
42,leave_one_sequence_out,y27632,coord_contact,pixels,46207,48549,12.365741863714305,3.2993229654311462,3.1232194825941595,0.9387011060989928,0.9838101711672743,0.26125563863313356,0.33841915257652116,9.55658613232779
42,leave_one_sequence_out,y27632,coord_reliability,pixels,46207,48549,12.365741863714305,3.4099133368919468,3.215855913563686,0.9573420667778945,0.9880945024614307,0.2727182846196626,0.3266065580570387,10.972405687816734
42,leave_one_sequence_out,y27632,full_real,pixels,46207,48549,12.365741863714305,3.2856383707477788,3.1132651910063345,0.9348081319903603,0.985890543574533,0.2603493377824466,0.3260546840286198,9.428965608120723
