test_movie,validation_movie,train_movies,method,horizon,component_rmse,vector_rmse,r2,n_rows,n_seeds,source_path,source_sha256,exact_key_contract_verified,method_family,source_fidelity,status,protocol_id
2,3,"1,4,5,6",displacement_kf_cv,2,4.6880998611450195,6.629974365234375,0.6538570719555222,13298.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_cv,4,6.29271125793457,8.899238586425781,0.8070105386660843,12631.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_cv,6,7.28338098526001,10.300256729125977,0.8620029224495492,11967.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",gru_track,1,3.2192339102427163,4.552684624989827,0.4690643302598101,13633.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,neural_sequence,architecture-faithful causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",gru_track,2,4.417470137278239,6.247246106465657,0.6926586755975568,13298.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,neural_sequence,architecture-faithful causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",gru_track,4,6.0091471672058105,8.498217264811197,0.823993250685224,12631.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,neural_sequence,architecture-faithful causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",gru_track,6,7.0517471631368,9.972676277160645,0.870614831192345,11967.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,neural_sequence,architecture-faithful causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",hgbdt_v52,1,3.1206790606180825,4.413306554158528,0.5010830021930922,13633.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,tree_regressor,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",hgbdt_v52,2,4.298408508300781,6.0788679122924805,0.709010364061581,13298.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,tree_regressor,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",hgbdt_v52,4,5.996774673461914,8.480720202128092,0.8247356410662544,12631.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,tree_regressor,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
